iter	Logloss
344	0.1898743444
345	0.1898195466
346	0.1897104232
347	0.1895899479
348	0.1894526833
349	0.189287284
350	0.1891642809
351	0.1890582399
352	0.1889469631
353	0.1887993115
354	0.1887008845
355	0.188609799
356	0.1885293597
357	0.1884491069
358	0.1883326623
359	0.1882800649
360	0.1882169813
361	0.1881419076
362	0.1880470396
363	0.1880097324
364	0.1879312655
365	0.1878196308
366	0.1877169359
367	0.1875912291
368	0.187489774
369	0.1873638806
370	0.1872599247
371	0.1871661208
372	0.1868728019
373	0.1868607947
374	0.1868029319
375	0.1866765911
376	0.1865737612
377	0.1864929669
378	0.1864401997
379	0.1863465913
380	0.1862537177
381	0.1861909608
382	0.1860980278
383	0.1859614593
384	0.1858463143
385	0.1857955728
386	0.185723422
387	0.1856651149
388	0.1855237128
389	0.1854891644
390	0.1853919909
391	0.185360705
392	0.1852665212
393	0.1850845693
394	0.1849616607
395	0.184831301
396	0.1847390407
397	0.1846563573
398	0.1845936639
399	0.1844448578
400	0.1843942313
401	0.1842795928
402	0.1842023985
403	0.184115276
404	0.1839905162
405	0.1839219267
406	0.1839052324
407	0.1838099409
408	0.1837025496
409	0.1836433114
410	0.1835661091
411	0.183501886
412	0.1834353703
413	0.183382419
414	0.183317183
415	0.1832251121
416	0.1831271946
417	0.1830625943
418	0.1829814345
419	0.1828872947
420	0.1828366442
421	0.1827475041
422	0.182681285
423	0.1826021859
424	0.1825276726
425	0.1824478949
426	0.1823452028
427	0.1822506908
428	0.1821947476
429	0.1821000148
430	0.181999155
431	0.181853948
432	0.1818012007
433	0.181747852
434	0.1816953216
435	0.1815501084
436	0.1814393795
437	0.1813926006
438	0.181269923
439	0.1811855359
440	0.1811540614
441	0.1811374459
442	0.1810470855
443	0.1809411577
444	0.1808498372
445	0.1807943445
446	0.1806582346
447	0.1806006959
448	0.1805020656
449	0.1804308232
450	0.1803491584
451	0.1802471656
452	0.1801732056
453	0.1801572183
454	0.1800641317
455	0.18000621
456	0.1799242757
457	0.1798530538
458	0.1797504845
459	0.1796731137
460	0.1796087635
461	0.1795178066
462	0.1794407408
463	0.1793674334
464	0.1792894448
465	0.1791992799
466	0.1789060392
467	0.1787936316
468	0.1787115855
469	0.1786109935
470	0.1785547696
471	0.1784983782
472	0.1783898942
473	0.1783219605
474	0.1782260296
475	0.1781164545
476	0.1780595954
477	0.1779869868
478	0.1779625522
479	0.1778918775
480	0.1778240858
481	0.1777941952
482	0.1777414848
483	0.1777076383
484	0.1776546371
485	0.1775267894
486	0.1774593797
487	0.1774189194
488	0.1773651891
489	0.1772683664
490	0.1771524171
491	0.1770742652
492	0.1770222915
493	0.1768626481
494	0.1767556865
495	0.1767062014
496	0.1766393197
497	0.176570398
498	0.1765127304
499	0.1763148884
500	0.1762318225
501	0.1762070439
502	0.1761355618
503	0.1760444027
504	0.1760143076
505	0.1759274343
506	0.1758811999
507	0.1758476109
508	0.1757742832
509	0.1757626266
510	0.1756658533
511	0.1756140547
512	0.1755388261
513	0.1754693411
514	0.1754157203
515	0.1753563873
516	0.175303874
517	0.175219758
518	0.1751470267
519	0.1750855093
520	0.1749831323
521	0.1748997885
522	0.174781596
523	0.1747188485
524	0.1746497879
525	0.1746009094
526	0.1744992279
527	0.1744219121
528	0.1743706924
529	0.1743205223
530	0.1742067811
531	0.1741563334
532	0.1740699754
533	0.1738763859
534	0.1738061986
535	0.17376061
536	0.1736830906
537	0.1735692066
538	0.1735313496
539	0.1734275367
540	0.1733424027
541	0.1732901566
542	0.1732227657
543	0.1731277831
544	0.1730774575
545	0.1730237906
546	0.1729938738
547	0.1729178082
548	0.1728292193
549	0.1727561565
550	0.1726857725
551	0.1725872776
552	0.1725028575
553	0.1724356738
554	0.1724244307
555	0.1723698011
556	0.1722970588
557	0.1722475415
558	0.172140054
559	0.172091399
560	0.1720397009
561	0.1719649506
562	0.171868953
563	0.1718194731
564	0.1716888315
565	0.1716069773
566	0.1714981293
567	0.1713852214
568	0.1713305152
569	0.1712408301
570	0.1711319159
571	0.1710521612
572	0.1710143982
573	0.1709723212
574	0.170899333
575	0.1708376911
576	0.1707732358
577	0.1707054357
578	0.1706658475
579	0.1706043907
580	0.1705591807
581	0.1705397182
582	0.1704827798
583	0.1703774762
584	0.1703264486
585	0.1702568286
586	0.1702158346
587	0.1701767391
588	0.1701177879
589	0.1700438355
590	0.1699637563
591	0.1698833036
592	0.1698106963
593	0.1697683845
594	0.1696988254
595	0.169647018
596	0.1695574837
597	0.1694425888
598	0.1693368879
599	0.1692676782
600	0.1691488963
601	0.1690939303
602	0.1690310616
603	0.1689807358
604	0.1689281155
605	0.168836965
606	0.1687381996
607	0.1686729891
608	0.1686264613
609	0.1685939588
610	0.1684946547
611	0.1684397264
612	0.1683889143
613	0.1683407426
614	0.1683215561
615	0.1682902193
616	0.1682412546
617	0.1682012189
618	0.1681444646
619	0.1680796306
620	0.1680235591
621	0.167925777
622	0.1678876132
623	0.167851234
624	0.1677768524
625	0.167699295
626	0.1676827181
627	0.1676374452
628	0.1675967348
629	0.1675310685
630	0.1674875661
631	0.1674307433
632	0.1673681135
633	0.1672908886
634	0.1672215361
635	0.1671573785
636	0.1671136398
637	0.1670435004
638	0.1669825422
639	0.1669464861
640	0.1668810044
641	0.1668067064
642	0.1667571101
643	0.1666522072
644	0.1665490981
645	0.1664235978
646	0.1663665804
647	0.1662974899
648	0.1662811095
649	0.1662011437
650	0.1661810664
651	0.1661381805
652	0.1661228699
653	0.1661108843
654	0.16601997
655	0.1659476547
656	0.1658957472
657	0.1658715246
658	0.165746744
659	0.1656292892
660	0.1655960947
661	0.1655191083
662	0.1654712581
663	0.1654127639
664	0.1653585362
665	0.1652953873
666	0.1652341005
667	0.1652106086
668	0.1651605142
669	0.1651018743
670	0.1650287431
671	0.1649564751
672	0.1648808114
673	0.1647819444
674	0.1647093083
675	0.1646507837
676	0.1646287494
677	0.1646091457
678	0.1645730696
679	0.1645081747
680	0.1644535967
681	0.1644456565
682	0.164428739
683	0.1643858484
684	0.164318455
685	0.1642960304
686	0.1642350692
687	0.1641904412
688	0.164105551
689	0.1640288138
690	0.1639748542
691	0.1639031093
692	0.1638538388
693	0.1638027632
694	0.1637723581
695	0.1636459696
696	0.1636111587
697	0.1634931937
698	0.163382366
699	0.1632853789
700	0.1632427286
701	0.1631820428
702	0.1631147262
703	0.1630860267
704	0.1630119743
705	0.1629183349
706	0.1628451269
707	0.1627480361
708	0.1626991969
709	0.1626804791
710	0.1626240998
711	0.1625801955
712	0.1625306972
713	0.1624569233
714	0.162349967
715	0.162293483
716	0.1622249116
717	0.1621752603
718	0.1621135658
719	0.162057878
720	0.1619940022
721	0.1619501644
722	0.1618668405
723	0.1618408591
724	0.1617616888
725	0.1617264823
726	0.1616744894
727	0.1616014832
728	0.1615497469
729	0.161526161
730	0.161462827
731	0.1614334852
732	0.1613561642
733	0.1613036812
734	0.1612414933
735	0.1610956643
736	0.1610278862
737	0.160927069
738	0.1608756862
739	0.1608224142
740	0.1607738958
741	0.1607109179
742	0.1606608306
743	0.160594696
744	0.1605585061
745	0.1604680423
746	0.1603907665
747	0.1603206201
748	0.1602617821
749	0.1602022242
750	0.1601214599
751	0.1600602921
752	0.1600127559
753	0.1599259724
754	0.1598447573
755	0.1597930413
756	0.1597389376
757	0.1596742853
758	0.1596480551
759	0.1595902516
760	0.1594983643
761	0.1594384131
762	0.1593479248
763	0.1592763802
764	0.1591671874
765	0.1591390774
766	0.1590267483
767	0.1589674648
768	0.1589191552
769	0.1588811038
770	0.1588501408
771	0.158784446
772	0.1587169823
773	0.1586483932
774	0.1585823706
775	0.1585233384
776	0.1584869019
777	0.1583333079
778	0.1582924229
779	0.158216256
780	0.1582036632
781	0.1581359542
782	0.1580636555
783	0.1579604493
784	0.1578892873
785	0.1578477651
786	0.1577827698
787	0.15773299
788	0.1577070075
789	0.1576558285
790	0.157620098
791	0.1575597037
792	0.1574566392
793	0.1573840376
794	0.1573601841
795	0.1573039565
796	0.1572732657
797	0.1572646248
798	0.1572169206
799	0.1571644537
800	0.1571168248
801	0.157037832
802	0.1569851313
803	0.1569445667
804	0.1568911527
805	0.1568194844
806	0.1567885137
807	0.1567421986
808	0.1566961192
809	0.1566028431
810	0.1565434072
811	0.1564966958
812	0.1564523014
813	0.156421308
814	0.1563743514
815	0.1563181748
816	0.1562875068
817	0.1562343398
818	0.1561840457
819	0.1561398664
820	0.1560910697
821	0.1560361956
822	0.1559771235
823	0.1559338834
824	0.1558719653
825	0.1557924863
826	0.1557254786
827	0.1556537906
828	0.1556096991
829	0.1555856001
830	0.1555424061
831	0.1553986719
832	0.1553478302
833	0.1553076484
834	0.1552517382
835	0.1551406125
836	0.1550676041
837	0.1550138739
838	0.1549933286
839	0.1549569554
840	0.1548907961
841	0.1548101074
842	0.1547186689
843	0.1546849431
844	0.1546277539
845	0.1545995291
846	0.1545362674
847	0.1544420143
848	0.1543988066
849	0.1542852422
850	0.1542657805
851	0.1541861189
852	0.1541596211
853	0.154094928
854	0.1540744855
855	0.1540343352
856	0.1539659409
857	0.1539080847
858	0.1538532442
859	0.1538108875
860	0.1537452961
861	0.1536668761
862	0.1536152897
863	0.1535814953
864	0.1535350062
865	0.1534590727
866	0.153407718
867	0.1533779174
868	0.1533188829
869	0.153239476
870	0.1531907299
871	0.1531255448
872	0.1530784001
873	0.1530248116
874	0.1529851602
875	0.1529132659
876	0.1528868921
877	0.152837597
878	0.1527658251
879	0.1527536759
880	0.1527058937
881	0.1526724923
882	0.1526277157
883	0.1525835332
884	0.1525470398
885	0.1525089991
886	0.1524799931
887	0.1524232293
888	0.1523988345
889	0.1523430029
890	0.1522623405
891	0.1521878392
892	0.1521571512
893	0.1521142146
894	0.1520716869
895	0.1520373078
896	0.1519913027
897	0.1519392684
898	0.1519148293
899	0.1518294175
900	0.1517770946
901	0.1517462618
902	0.1517276972
903	0.1516661502
904	0.1516245334
905	0.1515788397
906	0.1515187348
907	0.1514937532
908	0.1514329751
909	0.1514028366
910	0.1513493429
911	0.1513136782
912	0.151271726
913	0.1512201966
914	0.1511730946
915	0.1511220827
916	0.1510559028
917	0.1509952749
918	0.150969233
919	0.1509290765
920	0.1508938599
921	0.1508208581
922	0.1507682233
923	0.1506940454
924	0.1506304368
925	0.1505084828
926	0.1504446603
927	0.1503235761
928	0.150270867
929	0.1502308165
930	0.1501882074
931	0.1501648713
932	0.1501405468
933	0.1501098475
934	0.1500736773
935	0.1499814332
936	0.149891209
937	0.1498533655
938	0.149793496
939	0.1497284032
940	0.1496671743
941	0.1496390646
942	0.1495786506
943	0.1495240595
944	0.1494763906
945	0.1494286005
946	0.1493645138
947	0.1492442229
948	0.1492056991
949	0.1491686601
950	0.1491364597
951	0.1490488326
952	0.1490236459
953	0.1489625033
954	0.1489145515
955	0.148840083
956	0.1487910405
957	0.1487624921
958	0.1487289362
959	0.1487128567
960	0.1486471748
961	0.1486076983
962	0.1485412571
963	0.1484882179
964	0.1484327314
965	0.1483731817
966	0.1483435448
967	0.1482943653
968	0.1482484611
969	0.1482135518
970	0.1481619589
971	0.1480908109
972	0.1479649061
973	0.1479235757
974	0.1478723411
975	0.1478204142
976	0.1477716222
977	0.147743222
978	0.1477210416
979	0.1476561514
980	0.1475978277
981	0.1475682759
982	0.1475292233
983	0.1474904381
984	0.1474148292
985	0.1473838244
986	0.1473516579
987	0.147307544
988	0.1472522759
989	0.1472138151
990	0.1471641684
991	0.1471361311
992	0.1470904929
993	0.1470522073
994	0.1470134003
995	0.1469735312
996	0.1469119456
997	0.1468763002
998	0.1468371785
999	0.1467966575
